Order_ID,Order_Date,Ship_Date,Customer_ID,Customer_Segment,City,Region,Sales_Rep,Channel,Category,Product_Name,Quantity,Unit_Price,Discount_%,Line_Total,COGS,Status,Customer_Rating,Return_Flag
ORD-12835,9/22/2023,NULL,CID-4724,New Customer,Benin City,North,Frank Miller,Phone Order,Electronics,Bluetooth Speaker,6,128.77,5,733.99,532.71,Completed,5,0
ORD-14991,7/26/2024,8/2/2024,CID-4374,Retail,Port Harcourt,Central,NULL,Phone Order,Sports,Water Bottle 1L,3,19.31,15,49.24,29.84,Completed,1,0
ORD-14116,1/18/2023,1/23/2023,CID-3164,Retail,Kaduna,Central,Liam Moore,Online,Clothing,Women's Blazer,9,95.17,30,599.57,433.36,Completed,5,0
ORD-10038,12/16/2024,NULL,CID-4804,B2B,Johannesburg,Central,Grace Chen,In-Store,Sports,Protein Powder 1kg,3,62.37,25,140.33,91.92,Completed,4,0
ORD-12545,7/21/2022,7/26/2022,CID-4990,B2B,Cairo,Central,Karen Davis,Mobile App,Home & garden,Coffee Maker,9,106.81,15,817.1,590.28,Completed,1,0
ORD-10112,10/12/2023,NULL,CID-2747,Loyalty Member,Benin City,West,James Turner,Phone Order,Clothing,Women's Blazer,8,97.05,0,776.4,478.96,Cancelled,3,0
ORD-14642,11/20/2022,11/21/2022,CID-3193,B2B,Addis Ababa,South,Liam Moore,Phone Order,Sports,Gym Bag,5,63.1,10,283.95,188.3,Returned,2,1
ORD-11278,2/10/2024,NULL,CID-1330,B2B,Addis Ababa,South,Alice Johnson,Mobile App,Clothing,Men's Polo Shirt,3,38.06,0,114.18,69.43,Completed,2,0
ORD-11797,8/14/2023,NULL,CID-2403,Loyalty Member,Lagos,North,David Lee,Wholesale,Home & garden,Smart Plug 4pk,1,43.5,30,30.45,24.09,Completed,NULL,0
ORD-14277,3/13/2022,3/15/2022,CID-3063,Retail,Accra,East,David Lee,Phone Order,Sports,Resistance Bands Set,2,27.54,20,44.06,36.09,Returned,NULL,1
ORD-14757,8/1/2023,NULL,CID-1817,B2B,Casablanca,South,Bob Smith,Online,Sports,Protein Powder 1kg,1,56.64,0,56.64,34.2,Returned,5,1
ORD-15090,3/29/2023,3/30/2023,CID-3420,VIP,Kaduna,North,Frank Miller,Online,Home & garden,Scented Candle,7,22.04,10,138.85,107.3,Disputed,5,0
ORD-15811,4/1/2023,4/2/2023,CID-2585,VIP,Casablanca,South,Olivia Clark,In-Store,Beauty,Face Serum,5,58.02,0,290.1,189.57,Cancelled,5,0
ORD-11899,11/29/2024,NULL,CID-2822,New Customer,Johannesburg,East,Karen Davis,Phone Order,Clothing,Casual Sneakers,1,75.21,5,71.45,51.64,Completed,NULL,0
ORD-13170,6/26/2022,6/27/2022,CID-1656,Loyalty Member,Kano,South,Carol White,Wholesale,Clothing,Casual Sneakers,4,90.68,30,253.9,229,Completed,5,0
ORD-14261,1/3/2022,1/5/2022,CID-2081,New Customer,Kano,West,David Lee,Online,Beauty,Perfume 50ml,1,85.43,15,72.62,39.24,Completed,5,0
ORD-13089,9/16/2022,NULL,CID-3456,VIP,Abuja,North,David Lee,Online,Beauty,Perfume 50ml,9,67.51,20,486.07,403.73,Disputed,NULL,0
ORD-10299,11/10/2024,11/12/2024,CID-1967,VIP,Kano,East,Frank Miller,In-Store,Clothing,Sports Socks 3pk,3,15.05,0,45.15,21.6,Completed,3,0
ORD-15184,12/3/2023,12/10/2023,CID-4668,Loyalty Member,Port Harcourt,North,Olivia Clark,Wholesale,Electronics,Mechanical Keyboard,9,173.38,5,1482.4,896.04,Completed,1,0
ORD-11857,8/17/2022,8/18/2022,CID-4838,Retail,Nairobi,East,Liam Moore,Phone Order,Beauty,Face Mask Pack,4,16.7,5,63.46,34.92,Completed,5,0
ORD-13766,10/17/2022,10/19/2022,CID-3909,Retail,Abuja,East,Henry Wilson,Online,Beauty,Face Serum,6,62.86,20,301.73,181.64,Completed,5,0
ORD-15609,10/14/2023,10/21/2023,CID-4225,New Customer,Kaduna,South,Liam Moore,Mobile App,Beauty,Nail Polish Kit,2,20.29,0,40.58,25.19,Pending,2,0
ORD-10431,1/11/2022,1/18/2022,CID-2955,VIP,Enugu,South,Grace Chen,Mobile App,Electronics,Webcam HD,6,69.53,25,312.88,268.12,Returned,4,1
ORD-14160,9/9/2024,9/23/2024,CID-3174,New Customer,Addis Ababa,North,Karen Davis,Online,Beauty,Perfume 50ml,7,76.56,25,401.94,308.51,Completed,1,0
ORD-11731,3/16/2022,3/18/2022,CID-2851,New Customer,NULL,South,Olivia Clark,In-Store,Beauty,Perfume 50ml,10,78.11,20,624.88,505.88,Pending,4,0
ORD-13137,8/26/2024,NULL,CID-2255,New Customer,Kaduna,West,Frank Miller,Phone Order,Clothing,Winter Jacket,1,160.32,20,128.26,98.8,Completed,4,0
ORD-14852,11/27/2022,11/30/2022,CID-4057,New Customer,Abuja,West,Liam Moore,Mobile App,Clothing,Winter Jacket,8,130.76,10,941.47,703.36,Completed,NULL,0
ORD-10990,10/7/2022,10/10/2022,CID-1034,New Customer,Casablanca,East,Henry Wilson,Phone Order,Beauty,Perfume 50ml,3,63.99,10,172.77,111.5,Returned,5,1
ORD-15407,6/23/2024,6/28/2024,CID-3497,VIP,Ibadan,West,Carol White,Phone Order,Electronics,USB-C Hub,5,44.61,0,223.05,143.15,Completed,NULL,0
ORD-13687,4/14/2023,4/28/2023,CID-2761,Loyalty Member,Johannesburg,West,NULL,In-Store,Electronics,Smart Watch,2,215.64,0,431.28,251.09,Completed,5,0
ORD-15308,1/8/2022,NULL,CID-4961,Loyalty Member,Cairo,East,Nathan Harris,Phone Order,Electronics,USB-C Hub,2,44.24,30,61.94,42.34,Completed,NULL,0
ORD-11957,3/20/2022,3/23/2022,CID-2746,B2B,Abuja,South,Olivia Clark,In-Store,Clothing,Denim Jeans,10,59.72,0,597.2,288.49,Completed,1,0
ORD-11720,2/14/2024,2/28/2024,CID-2759,B2B,Addis Ababa,East,Frank Miller,Phone Order,Electronics,Wireless Earbuds,3,96.87,0,290.61,144.7,Disputed,1,0
ORD-14022,5/26/2024,NULL,CID-2792,B2B,Casablanca,West,Frank Miller,Online,Home & garden,Scented Candle,8,19.15,25,114.9,95.45,Pending,5,0
ORD-13198,1/20/2023,1/25/2023,CID-2760,New Customer,Kano,Central,David Lee,Online,Beauty,Face Serum,9,59.33,10,480.57,337.72,Completed,NULL,0
ORD-15291,6/1/2023,6/6/2023,CID-4785,New Customer,Dakar,South,Olivia Clark,Phone Order,Clothing,Women's Blazer,5,88.25,20,353,208.63,Completed,4,0
ORD-12440,8/12/2024,NULL,CID-1875,B2B,Kaduna,East,Liam Moore,Mobile App,Sports,Gym Bag,6,60.03,0,360.18,195.01,Completed,5,0
ORD-15077,7/29/2024,NULL,CID-4721,Retail,Casablanca,East,Frank Miller,In-Store,Sports,Resistance Bands Set,5,22.14,0,110.7,73.07,Completed,NULL,0
ORD-13848,7/6/2022,NULL,CID-1924,Loyalty Member,Lagos,East,Nathan Harris,In-Store,Beauty,Eye Cream,1,55.27,0,55.27,31.02,Returned,3,1
ORD-15217,2/20/2024,2/21/2024,CID-3479,Retail,Johannesburg,Central,Carol White,Phone Order,Sports,Water Bottle 1L,4,21.49,5,81.66,48.38,Completed,4,0
ORD-10550,5/23/2024,5/28/2024,CID-3579,New Customer,Kaduna,South,Mia Scott,Mobile App,Clothing,Denim Jeans,9,66.01,0,594.09,316.5,Completed,1,0
ORD-12354,5/23/2024,5/26/2024,CID-4101,B2B,Lagos,East,Grace Chen,Wholesale,Home & garden,Coffee Maker,10,110.8,30,775.6,659.21,Completed,NULL,0
ORD-10751,4/4/2022,4/7/2022,CID-3442,New Customer,Addis Ababa,East,Henry Wilson,Phone Order,Clothing,Women's Blazer,7,91.37,30,447.71,314.52,Completed,NULL,0
ORD-13271,10/29/2024,11/12/2024,CID-2068,Loyalty Member,Dakar,East,NULL,Wholesale,Sports,Yoga Mat,3,33.03,15,84.23,61.24,Completed,3,0
ORD-15303,2/21/2024,2/28/2024,CID-1366,Retail,Johannesburg,South,Mia Scott,Online,Clothing,Denim Jeans,6,71.73,20,344.3,291.54,Pending,1,0
ORD-10463,2/2/2022,NULL,CID-3432,Loyalty Member,Cairo,South,Bob Smith,Online,Home & garden,Throw Pillow Set,2,60.11,0,120.22,66.7,Completed,1,0
ORD-10304,7/8/2024,7/22/2024,CID-2323,VIP,Port Harcourt,Central,Karen Davis,Phone Order,Clothing,Women's Blazer,3,88.04,25,198.09,156.08,Pending,5,0
ORD-14301,2/23/2023,3/2/2023,CID-4044,Retail,Cairo,West,James Turner,Online,Electronics,USB-C Hub,1,40.57,25,30.43,19.21,Completed,5,0
ORD-12098,8/23/2022,8/25/2022,CID-4963,New Customer,Kaduna,West,Bob Smith,Wholesale,Home & garden,Scented Candle,4,23.83,5,90.55,56.04,Cancelled,5,0
ORD-10953,3/31/2024,4/3/2024,CID-1537,B2B,Dakar,West,Carol White,Phone Order,Beauty,Face Mask Pack,4,19.08,20,61.06,41.45,Disputed,2,0
ORD-14198,11/2/2023,11/16/2023,CID-1204,Loyalty Member,Dakar,South,Henry Wilson,Phone Order,Beauty,Perfume 50ml,7,82.46,15,490.64,290.44,Completed,2,0
ORD-10314,6/15/2024,6/20/2024,CID-1650,VIP,Kaduna,Central,NULL,Phone Order,Electronics,Bluetooth Speaker,2,125.26,30,175.36,115.19,Completed,NULL,0
ORD-14809,6/28/2023,6/30/2023,CID-3308,Retail,Nairobi,North,Mia Scott,Online,Clothing,Denim Jeans,8,70.88,25,425.28,267.74,Completed,5,0
ORD-12820,4/11/2024,4/16/2024,CID-2818,New Customer,Enugu,West,Henry Wilson,Mobile App,Sports,Water Bottle 1L,7,24.24,0,169.68,91.33,Disputed,5,0
ORD-15148,10/14/2022,10/21/2022,CID-4706,Loyalty Member,Nairobi,West,Grace Chen,In-Store,Sports,Protein Powder 1kg,9,50.48,20,363.46,236.19,Pending,2,0
ORD-13146,1/12/2023,1/13/2023,CID-1381,VIP,Port Harcourt,South,Emma Brown,Mobile App,Clothing,Sports Socks 3pk,7,17.06,15,101.51,76.18,Completed,1,0
ORD-14257,5/13/2024,NULL,CID-2405,VIP,Port Harcourt,West,Grace Chen,Online,Beauty,Lipstick Set,8,46.48,0,371.84,217.96,Pending,NULL,0
ORD-10744,11/21/2022,11/26/2022,CID-2776,New Customer,Kaduna,North,Carol White,Phone Order,Electronics,Laptop Pro 15,8,1095.38,10,7886.74,5638.01,Completed,5,0
ORD-14561,12/18/2022,NULL,CID-3910,B2B,Kaduna,East,Liam Moore,Mobile App,Home & garden,Smart Plug 4pk,NULL,36.31,30,228.75,207.42,Cancelled,3,0
ORD-13370,9/4/2022,9/7/2022,CID-2632,B2B,Nairobi,South,Mia Scott,Wholesale,Electronics,Smart Watch,4,235.08,30,658.22,502.33,Completed,4,0
ORD-10660,10/5/2024,10/12/2024,CID-1155,B2B,Nairobi,East,Carol White,Mobile App,Home & garden,Desk Lamp,10,49.55,5,470.72,323.36,Completed,NULL,0
ORD-16053,6/25/2023,6/30/2023,CID-3325,Retail,Dakar,North,Nathan Harris,PHONE ORDER,Electronics,USB-C Hub,10,38.34,20,306.72,180.7,Cancelled,2,0
ORD-13637,1/31/2023,2/14/2023,CID-4226,New Customer,Dakar,East,Emma Brown,Online,Clothing,Winter Jacket,2,141.91,0,283.82,173.86,Completed,2,0
ORD-13041,10/10/2024,10/15/2024,CID-3093,B2B,Ibadan,Central,James Turner,Wholesale,Sports,Gym Bag,1,63.47,0,63.47,43.38,Completed,1,0
ORD-12608,2/13/2023,NULL,CID-2802,Retail,Abuja,South,James Turner,Phone Order,Home & garden,Coffee Maker,6,107.64,20,516.67,343.21,Pending,4,0
ORD-11326,3/1/2023,NULL,CID-4013,Loyalty Member,Addis Ababa,North,James Turner,Wholesale,Home & garden,Coffee Maker,5,106.51,20,426.04,332.58,Pending,NULL,0
ORD-15383,1/11/2023,NULL,CID-3144,B2B,Accra,East,Bob Smith,Online,Beauty,Perfume 50ml,3,73.52,30,154.39,136.51,Completed,4,0
ORD-13467,11/3/2024,11/8/2024,CID-2144,B2B,Port Harcourt,West,Iris Park,Mobile App,Home & garden,Scented Candle,7,25.01,0,175.07,116.6,Completed,NULL,0
ORD-13470,5/14/2024,5/17/2024,CID-2179,B2B,Ibadan,East,Mia Scott,Phone Order,Sports,Foam Roller,5,39.51,30,138.28,125.09,Completed,NULL,0
ORD-10689,3/13/2022,3/20/2022,CID-4278,Loyalty Member,Port Harcourt,Central,Olivia Clark,Phone Order,Sports,Water Bottle 1L,8,19.22,10,138.38,103.89,Completed,NULL,0
ORD-14977,12/19/2023,12/20/2023,CID-4719,VIP,Port Harcourt,West,Emma Brown,Mobile App,Home & garden,Plant Pot Set,1,27.4,0,27.4,17.65,Completed,5,0
ORD-10001,6/28/2022,7/5/2022,CID-1383,Loyalty Member,Nairobi,West,Alice Johnson,Online,Electronics,Portable Charger,4,34.78,5,132.16,66.17,Completed,1,0
ORD-14309,10/24/2022,NULL,CID-2200,B2B,Port Harcourt,South,Mia Scott,Wholesale,Electronics,Mechanical Keyboard,5,146.83,10,660.74,340.24,Pending,5,0
ORD-11242,9/24/2022,9/29/2022,CID-4670,B2B,Ibadan,Central,Mia Scott,In-Store,Sports,Water Bottle 1L,10,23.37,0,233.7,112.17,Completed,4,0
ORD-14346,7/4/2022,7/5/2022,CID-4269,Loyalty Member,Dakar,East,Bob Smith,Mobile App,Electronics,Laptop Pro 15,1,1207.59,30,845.31,775.31,Completed,2,0
ORD-13344,4/14/2024,4/15/2024,CID-3517,Retail,Abuja,South,NULL,Wholesale,Home & garden,Throw Pillow Set,8,58.9,30,329.84,274.31,Returned,5,1
ORD-10286,6/17/2022,6/20/2022,CID-2989,New Customer,Ibadan,West,Karen Davis,Mobile App,Electronics,Laptop Pro 15,3,1291.6,0,3874.8,1791.86,Completed,4,0
ORD-10518,2/8/2024,2/13/2024,CID-3706,Loyalty Member,NULL,South,NULL,Phone Order,Electronics,Portable Charger,8,35.82,25,214.92,168.57,Completed,4,0
ORD-10374,10/12/2022,10/14/2022,CID-3269,New Customer,Casablanca,West,Alice Johnson,Wholesale,Clothing,Sports Socks 3pk,9,13.3,5,113.72,59.88,Completed,NULL,0
ORD-12066,9/22/2022,9/27/2022,CID-4899,Retail,Cairo,East,Iris Park,Phone Order,Home & garden,Plant Pot Set,7,33.21,20,185.98,157.91,Completed,5,0
ORD-13561,12/3/2023,12/17/2023,CID-1800,New Customer,NULL,North,Henry Wilson,Online,Electronics,Smart Watch,10,276.52,0,2765.2,1319.13,Completed,2,0
ORD-14694,5/29/2022,6/3/2022,CID-1724,VIP,Kaduna,Central,James Turner,Mobile App,Clothing,Casual Sneakers,10,68.27,0,682.7,378.38,Completed,NULL,0
ORD-15391,5/5/2024,5/7/2024,CID-4461,New Customer,Kano,West,Carol White,Phone Order,Home & garden,Smart Plug 4pk,6,42.26,5,240.88,158.38,Completed,NULL,0
ORD-14226,2/16/2022,3/2/2022,CID-3581,Retail,Benin City,Central,Karen Davis,Phone Order,Beauty,Shampoo & Conditioner,5,28.64,15,121.72,96.21,Cancelled,5,0
ORD-12702,5/25/2023,5/28/2023,CID-2329,VIP,Casablanca,West,Mia Scott,Online,Electronics,Mechanical Keyboard,5,174.19,15,740.31,466.84,Completed,3,0
ORD-14562,12/11/2022,12/14/2022,CID-4531,VIP,Johannesburg,East,Olivia Clark,In-Store,Sports,Jump Rope,7,13.31,25,69.88,55.54,Cancelled,5,0
ORD-11930,1/22/2024,NULL,CID-4901,New Customer,Kaduna,South,Iris Park,Wholesale,Sports,Swim Goggles,3,31.39,30,65.92,46.49,Completed,3,0
ORD-15971,7/23/2023,7/28/2023,CID-1492,B2B,Dakar,South,Alice Johnson,MOBILE APP,Beauty,Electric Toothbrush,3,88.36,30,185.56,128,Returned,2,1
ORD-12900,10/2/2024,10/7/2024,CID-1274,B2B,Casablanca,Central,Olivia Clark,Wholesale,Home & garden,Air Purifier,7,206.38,0,1444.66,679.46,Completed,4,0
ORD-12472,10/23/2023,11/6/2023,CID-4560,B2B,Kaduna,North,Karen Davis,Wholesale,Sports,Foam Roller,6,39.8,20,191.04,161.27,Pending,5,0
ORD-10792,7/23/2024,7/26/2024,CID-4344,New Customer,Enugu,East,Nathan Harris,Online,Electronics,Laptop Pro 15,2,1340.44,10,2412.79,1583.28,Completed,NULL,0
ORD-11929,5/20/2024,6/3/2024,CID-2000,Loyalty Member,Cairo,Central,Liam Moore,Wholesale,Electronics,Webcam HD,1,88.74,5,84.3,56.48,Disputed,NULL,0
ORD-12528,12/11/2023,NULL,CID-4499,B2B,Accra,West,Carol White,Mobile App,Home & garden,Scented Candle,8,18.78,30,105.17,80.4,Returned,3,1
ORD-10716,12/1/2022,NULL,CID-2167,Retail,Port Harcourt,East,Liam Moore,Online,Sports,Swim Goggles,3,28.73,25,64.64,46.32,Completed,NULL,0
ORD-10433,12/9/2024,12/14/2024,CID-2917,Retail,Enugu,South,Nathan Harris,Phone Order,Home & garden,Air Purifier,6,196.27,10,1059.86,718.73,Completed,3,0
ORD-11909,12/1/2022,12/6/2022,CID-3771,B2B,Accra,West,Bob Smith,Wholesale,Beauty,Shampoo & Conditioner,9,25.99,10,NULL,143.26,Completed,4,0
ORD-15886,8/12/2023,NULL,CID-2005,Loyalty Member,Cairo,West,NULL,Wholesale,Beauty,Perfume 50ml,5,83.68,30,292.88,246.4,Completed,NULL,0
ORD-15976,1/2/2022,1/7/2022,CID-1170,Retail,Enugu,West,Bob Smith,Wholesale,Home & garden,Scented Candle,4,19.57,15,66.54,52.33,Completed,NULL,0
ORD-12559,3/26/2024,NULL,CID-3935,New Customer,Kaduna,North,Frank Miller,Mobile App,Sports,Yoga Mat,8,38.44,25,230.64,142.98,Pending,2,0
ORD-12578,9/2/2022,9/16/2022,CID-2881,Retail,Dakar,South,Frank Miller,Mobile App,Clothing,Winter Jacket,4,129.78,5,493.16,312.59,Completed,NULL,0
ORD-12924,5/8/2022,5/15/2022,CID-3845,Retail,Dakar,West,Karen Davis,Mobile App,Home & garden,Air Purifier,7,213.98,15,1273.18,858.44,Completed,4,0
ORD-11834,4/17/2024,4/22/2024,CID-1326,New Customer,Abuja,Central,Bob Smith,In-Store,Clothing,Men's Polo Shirt,3,32.47,5,92.54,65.81,Completed,4,0
ORD-13985,11/18/2023,11/25/2023,CID-2695,B2B,Ibadan,West,Frank Miller,Wholesale,Home & garden,Throw Pillow Set,2,56.88,15,96.7,77.25,Returned,NULL,1
ORD-14636,5/23/2022,5/28/2022,CID-2943,Loyalty Member,Nairobi,South,James Turner,Online,Electronics,Webcam HD,7,71.58,5,476.01,233.14,Completed,3,0
ORD-13925,1/23/2024,1/26/2024,CID-1148,B2B,Benin City,Central,Karen Davis,Online,Home & garden,Desk Lamp,8,39.1,30,218.96,213.3,Completed,3,0
ORD-11069,9/28/2022,10/1/2022,CID-4052,New Customer,Ibadan,North,Henry Wilson,Phone Order,Sports,Resistance Bands Set,4,23.42,20,74.94,51.39,Completed,2,0
ORD-15040,3/3/2023,3/8/2023,CID-2931,Retail,Abuja,South,Grace Chen,Online,Clothing,Formal Dress,2,110.81,0,221.62,127.27,Returned,4,1
ORD-14827,3/12/2022,3/15/2022,CID-3555,VIP,Port Harcourt,Central,Frank Miller,In-Store,Beauty,Face Serum,4,55.59,30,155.65,113.29,Completed,NULL,0
ORD-10900,9/24/2022,NULL,CID-4673,New Customer,Accra,Central,Nathan Harris,Online,Sports,Yoga Mat,9,37.65,30,237.19,160.38,Pending,5,0
ORD-11124,1/14/2023,1/16/2023,CID-1150,Retail,Cairo,North,Karen Davis,Wholesale,Clothing,Winter Jacket,10,158.93,30,1112.51,797.68,Completed,NULL,0
ORD-10562,10/7/2023,NULL,CID-4545,Retail,Benin City,West,James Turner,Online,Beauty,Lipstick Set,9,41.87,0,376.83,182.79,Completed,3,0
ORD-12028,6/11/2022,6/13/2022,CID-4404,B2B,Casablanca,North,Alice Johnson,Phone Order,Electronics,Mechanical Keyboard,10,136.59,0,1365.9,739.38,Cancelled,3,0
ORD-13035,10/20/2023,10/22/2023,CID-1710,VIP,Cairo,West,James Turner,Phone Order,Clothing,Running Shoes,5,116.17,5,551.81,313.87,Completed,4,0
ORD-10048,6/4/2022,6/9/2022,CID-3671,Retail,Abuja,Central,Bob Smith,Online,Sports,Swim Goggles,3,25.34,20,60.82,43,Disputed,NULL,0
ORD-13366,2/14/2024,2/17/2024,CID-4782,Retail,Accra,West,Karen Davis,Online,Sports,Protein Powder 1kg,7,48.29,10,304.23,198.64,Cancelled,5,0
ORD-14236,2/10/2022,2/24/2022,CID-1987,Retail,Lagos,North,Bob Smith,Phone Order,Electronics,Mechanical Keyboard,1,144.46,15,122.79,89.32,Cancelled,4,0
ORD-10524,5/13/2023,5/20/2023,CID-1694,VIP,Ibadan,Central,Carol White,Mobile App,Electronics,Portable Charger,7,42.27,20,236.71,186.77,Completed,5,0
ORD-15740,1/29/2024,1/30/2024,CID-2224,VIP,Nairobi,South,James Turner,Wholesale,Sports,Resistance Bands Set,10,21.74,30,152.18,124.1,Completed,3,0
ORD-14125,10/27/2024,11/10/2024,CID-2716,Loyalty Member,Cairo,North,Frank Miller,Phone Order,Clothing,Formal Dress,10,136.43,25,1023.23,653.77,Completed,4,0
ORD-10207,9/4/2023,NULL,CID-4544,Loyalty Member,Benin City,Central,James Turner,Mobile App,Beauty,Nail Polish Kit,9,21.92,10,177.55,102.73,Completed,5,0
ORD-12176,4/19/2022,4/20/2022,CID-1269,VIP,Kano,Central,Emma Brown,IN-STORE,Beauty,Shampoo & Conditioner,1,31.86,5,30.27,16.09,Completed,NULL,0
ORD-12082,9/13/2024,9/18/2024,CID-4955,VIP,Addis Ababa,Central,Liam Moore,In-Store,Beauty,Nail Polish Kit,5,18.19,0,90.95,62.34,Returned,NULL,1
ORD-14181,7/7/2024,7/8/2024,CID-3167,Retail,Enugu,North,Frank Miller,Online,Beauty,Shampoo & Conditioner,9,27.91,15,213.51,151.65,Pending,4,0
ORD-12397,9/20/2024,9/21/2024,CID-1099,B2B,Lagos,South,Emma Brown,Wholesale,Electronics,Laptop Pro 15,1,1056.91,30,739.84,580.76,Completed,4,0
ORD-11322,10/11/2022,NULL,CID-3567,Retail,Dakar,West,NULL,Wholesale,Clothing,Formal Dress,10,137.15,0,1371.5,776.19,Completed,2,0
ORD-10895,2/19/2023,2/26/2023,CID-4385,Retail,Port Harcourt,Central,Karen Davis,Mobile App,Sports,Resistance Bands Set,4,24.14,20,77.25,46.07,Completed,5,0
ORD-13231,1/1/2024,1/2/2024,CID-1803,VIP,Lagos,West,Henry Wilson,Phone Order,Beauty,Perfume 50ml,5,77.9,5,370.02,240.5,Pending,5,0
ORD-15467,6/26/2023,6/27/2023,CID-3371,Loyalty Member,Benin City,West,Liam Moore,In-Store,Electronics,Webcam HD,6,73.79,5,420.6,204.07,Completed,3,0
ORD-11016,12/13/2023,NULL,CID-1087,VIP,Johannesburg,West,Liam Moore,In-Store,Sports,Resistance Bands Set,3,23,25,51.75,47.98,Returned,3,1
ORD-11337,10/31/2022,11/5/2022,CID-3132,Retail,Ibadan,South,Nathan Harris,In-Store,Clothing,Winter Jacket,2,130.42,0,260.84,124.68,Disputed,NULL,0
ORD-13083,5/19/2023,5/24/2023,CID-3922,Loyalty Member,Casablanca,South,Liam Moore,Online,Clothing,Running Shoes,4,112.44,15,382.3,233.79,Completed,1,0
ORD-10266,5/1/2024,5/15/2024,CID-2280,VIP,Port Harcourt,North,Frank Miller,Mobile App,Beauty,Eye Cream,4,61.86,20,197.95,139.4,Returned,5,1
ORD-13188,9/2/2023,9/3/2023,CID-2277,New Customer,Abuja,West,Mia Scott,Online,Home & garden,Air Purifier,9,186.89,30,1177.41,989.18,Pending,5,0
ORD-12861,2/17/2022,NULL,CID-1995,VIP,Abuja,South,Mia Scott,Online,Electronics,Mechanical Keyboard,2,176.24,15,299.61,237.56,Completed,3,0
ORD-12556,6/27/2024,6/29/2024,CID-3627,Loyalty Member,Dakar,South,Henry Wilson,Phone Order,Electronics,Laptop Pro 15,4,1185.31,25,3555.93,2943.92,Completed,5,0
ORD-12292,3/20/2023,NULL,CID-2777,Retail,Casablanca,North,Frank Miller,Phone Order,Sports,Foam Roller,1,42.82,15,36.4,28.98,Pending,2,0
ORD-12704,10/20/2024,NULL,CID-3524,B2B,Enugu,North,Frank Miller,Wholesale,Sports,Foam Roller,7,41.2,15,245.14,142.19,Completed,4,0
ORD-10773,4/22/2024,4/27/2024,N/A,Loyalty Member,Casablanca,North,NULL,Wholesale,Home & garden,Coffee Maker,3,111.49,25,250.85,159.96,Completed,NULL,0
ORD-15298,9/21/2022,9/24/2022,CID-3822,B2B,Lagos,North,Alice Johnson,Online,Home & garden,Plant Pot Set,10,34.4,0,344,197.63,Pending,NULL,0
ORD-14502,3/8/2022,3/22/2022,CID-2065,VIP,Nairobi,West,Mia Scott,Wholesale,Beauty,Electric Toothbrush,9,86.02,0,774.18,533.78,Completed,NULL,0
ORD-15964,9/22/2024,NULL,CID-1373,VIP,Addis Ababa,Central,Bob Smith,Phone Order,Clothing,Sports Socks 3pk,4,16.35,30,45.78,30.01,Cancelled,1,0
ORD-14279,4/25/2023,4/27/2023,CID-2841,VIP,Abuja,West,Emma Brown,Mobile App,Sports,Swim Goggles,8,31.88,15,216.78,128.95,Completed,NULL,0
ORD-14050,7/19/2024,7/21/2024,CID-4510,B2B,Abuja,South,Alice Johnson,Wholesale,Clothing,Running Shoes,8,118.2,20,756.48,484.57,Completed,5,0
ORD-13358,4/13/2023,4/20/2023,CID-3744,VIP,Cairo,Central,David Lee,Wholesale,Beauty,Face Serum,8,0,0,498.72,263.01,Returned,NULL,1
ORD-10437,1/31/2023,2/2/2023,CID-4387,VIP,Abuja,Central,Nathan Harris,Mobile App,Home & garden,Desk Lamp,1,48.93,15,41.59,28.96,Completed,NULL,0
ORD-13443,4/6/2024,4/13/2024,CID-2406,VIP,Abuja,South,Nathan Harris,In-Store,Beauty,Lipstick Set,6,37.81,20,181.49,134.72,Completed,4,0
ORD-13711,1/7/2024,1/10/2024,CID-4382,Loyalty Member,Addis Ababa,East,Grace Chen,Online,Home & garden,Desk Lamp,5,41.68,10,187.56,128.69,Completed,5,0
ORD-12605,4/17/2024,4/20/2024,CID-1079,B2B,Kano,South,Henry Wilson,Wholesale,Sports,Gym Bag,7,75.51,0,528.57,291.25,Cancelled,4,0
ORD-13654,3/19/2024,3/21/2024,CID-2682,B2B,Abuja,West,Frank Miller,In-Store,Beauty,Shampoo & Conditioner,7,25.71,0,179.97,107.8,Disputed,NULL,0
ORD-15762,2/6/2024,2/11/2024,CID-1621,B2B,Accra,South,James Turner,Wholesale,Beauty,Perfume 50ml,2,75.76,20,121.22,101.35,Completed,5,0
ORD-12218,8/24/2023,8/25/2023,CID-3744,Loyalty Member,Benin City,West,Carol White,Mobile App,Home & garden,Throw Pillow Set,10,52.91,30,370.37,320.22,Completed,NULL,0
ORD-12629,8/19/2022,8/26/2022,CID-4466,Loyalty Member,NULL,South,Mia Scott,Phone Order,Home & garden,Smart Plug 4pk,2,40.78,0,81.56,56.57,Pending,5,0
ORD-12960,7/14/2023,7/17/2023,CID-2964,B2B,Kano,North,Liam Moore,Phone Order,Clothing,Men's Polo Shirt,2,37.36,0,74.72,42.13,Completed,2,0
ORD-11537,6/3/2023,6/6/2023,CID-4148,Retail,Johannesburg,East,James Turner,Online,Electronics,Webcam HD,7,78.16,0,547.12,344.73,Completed,5,0
ORD-12894,10/31/2023,11/14/2023,CID-3596,New Customer,Casablanca,South,Olivia Clark,Wholesale,Electronics,Laptop Pro 15,8,1170.12,15,7956.82,4702.61,Pending,NULL,0
